competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_simtickcount,simtickcount_solution
MinervaOpen2022,15.0,d,C,1,1,UR5- DR1+ DL5- UL5+ U6+ R2- D6+ L6+ ALL5- y2 U5+ R4+ D4- L3+ ALL5+ DR DL UL,23,"UR(6,4) DL(-2,0) D(0,1) L(-4,-5) dr(-4,-4) ul(-4,4) /(1,1)"
MinervaOpen2022,15.0,d,C,1,2,UR5+ DR4+ DL1- UL1+ U5- R4+ D3- L5+ ALL3+ y2 U3- R5+ D4+ L5+ ALL5+ UL,18,"UL(-1,4) R(-1,1) L(-4,-4) ur(3,-3) dl(2,4) ALL(0,2)"
DneprNeverFails2018,15.0,d,B,0,1,UR1+ DR1+ DL1- UL2+ U5- R0+ D4- L3- ALL5- y2 U1- R3+ D1+ L4+ ALL2+,17,"DR(1,0) DL(2,0) U(2,1) R(-3,3) D(1,-1) L(0,4) \(1,2) ALL(-2,0)"
DneprNeverFails2018,15.0,d,B,0,2,UR3+ DR4+ DL3- UL4+ U4+ R3+ D2- L1+ ALL5+ y2 U1- R2- D2- L3- ALL1- UR,13,"UR(2,3) UL(-1,1) D(1,1) L(-1,-1) ur(1,-2) dl(0,-2) /(3,3)"
DneprNeverFails2018,15.0,d,B,0,3,UR4+ DR4- DL3+ UL0+ U0+ R0+ D2+ L1+ ALL2- y2 U2- R1+ D6+ L4- ALL2+ UR DR UL,18,"UR(-1,0) DL(-1,1) UL(-3,-3) U(0,-4) R(1,1) ur(2,-2) dr(0,-2) /(-3,0) ALL(1,0)"
DneprNeverFails2018,15.0,d,B,0,4,UR4- DR1+ DL5+ UL1+ U1+ R2+ D5- L4- ALL2- y2 U1- R2+ D0+ L3+ ALL5+ DR,15,"DL(-2,2) U(2,-1) R(1,1) D(1,-1) L(0,3) dl(2,1) /(1,4)"
DneprNeverFails2018,15.0,d,B,0,5,UR1+ DR5- DL3+ UL1- U2+ R1+ D5+ L2- ALL5+ y2 U4- R3+ D0+ L4- ALL2+ DR UL,21,"UR(0,2) U(-2,2) R(3,0) D(-3,5) L(0,-2) dr(0,-2) ul(3,3) /(2,1)"
DneprNeverFails2018,15.0,d,B,1,1,UR0+ DR6+ DL4+ UL0+ U3+ R3+ D4- L1- ALL2- y2 U3+ R4+ D3- L0+ ALL2+ UR DL UL,21,"DL(-1,0) UL(-2,-2) U(-1,0) R(3,-3) D(-5,5) dl(0,-3) ul(0,-2) /(-3,0) \(0,-1)"
DneprNeverFails2018,15.0,d,B,1,2,UR2- DR4+ DL3- UL4- U6+ R1- D3- L4- ALL2- y2 U3- R4- D1- L0+ ALL4- DR DL,13,"DL(1,0) R(-1,-1) D(1,0) L(-2,1) dr(1,-1) ul(-1,-3) \(-2,4)"
SCMU2016,15.0,d,D,0,1,UR2+ DR0+ DL2+ UL1- U5- R1- D4+ L2+ ALL5- y2 U1+ R5- D4- L1+ ALL5- UR DL,19,"UR(2,2) DR(-3,2) DL(-3,2) U(2,1) ur(1,1) dl(0,-5) \(3,-3)"
SCMU2016,15.0,d,D,0,2,UR2+ DR1- DL3+ UL1- U4+ R5- D1- L3- ALL4- y2 U1+ R2- D1- L3+ ALL0+ DR DL UL,15,"UR(5,3) DR(-1,0) UL(1,0) U(1,-1) ur(2,3) ul(0,-2) /(-2,-2)"
SCMU2016,15.0,d,D,0,3,UR5+ DR2+ DL5- UL4+ U5- R5- D2+ L3+ ALL0+ y2 U1+ R0+ D2- L0+ ALL1+ DL UL,14,"UR(-2,-2) DL(2,2) UL(-4,2) U(2,-2) D(-1,1) dl(2,0) /(0,-1)"
SCMU2016,15.0,d,D,0,4,UR5+ DR2+ DL2+ UL1- U0+ R5+ D6+ L1+ ALL5+ y2 U5- R3- D1+ L2- ALL2+ UR UL,16,"UR(-2,1) DR(2,4) UL(-2,2) U(0,1) ur(0,-2) ul(0,-3) \(1,2)"
SCMU2016,15.0,d,D,0,5,UR1+ DR4+ DL5- UL0+ U4- R0+ D4+ L4+ ALL2- y2 U4- R5+ D6+ L5+ ALL1+ UR DR UL,22,"UR(2,1) DR(-3,3) UL(1,0) R(-4,-4) ur(4,-4) dr(0,-3) dl(0,-3) /(-2,-1)"
SCMU2016,15.0,d,D,1,1,UR2- DR0+ DL2- UL6+ U6+ R1- D2- L3- ALL5+ y2 U4- R6+ D1+ L0+ ALL2+ UR DR DL,16,"UR(2,-1) DR(1,-1) D(3,3) L(-1,0) dl(0,1) ul(1,5) ALL(-1,-2)"
SCMU2016,15.0,d,D,1,2,UR4- DR2- DL1+ UL4- U6+ R5- D2+ L3+ ALL4+ y2 U1+ R2- D2+ L3+ ALL4+ DR DL,12,"UR(1,0) DR(0,-3) DL(-1,-2) UL(1,0) R(-2,-2) ur(0,1) dr(0,2)"
MasovianOpen2015,15.0,d,B,0,1,UR3+ DR1+ DL0+ UL2- U1- R2- D3+ L3+ ALL1+ y2 U5- R5- D3+ L2+ ALL2+ DL,15,"DR(-3,-2) DL(-1,2) R(1,-1) ur(-1,-1) dr(-3,3) ul(2,-4) /(-1,0)"
MasovianOpen2015,15.0,d,B,0,2,UR3- DR4- DL6+ UL3+ U1- R2+ D1- L1- ALL5+ y2 U5- R6+ D5- L6+ ALL6+ DL,22,"UR(1,-2) DL(2,0) R(4,-4) D(-3,-3) L(2,-1) dr(0,-5) ul(2,-2) \(-2,1)"
MasovianOpen2015,15.0,d,B,0,3,UR0+ DR1+ DL4- UL4- U4+ R4- D2+ L3- ALL3+ y2 U0+ R2+ D2- L1- ALL1+ UR DR DL,13,"DR(1,-1) R(2,2) L(-1,1) ur(-4,0) dr(-3,-2) ALL(-2,0)"
MasovianOpen2015,15.0,d,B,0,4,UR5- DR6+ DL1- UL2- U4- R5- D5- L5- ALL4- y2 U4+ R1+ D5- L5- ALL1- DR,19,"UR(2,0) UL(-3,0) R(2,-2) L(-1,-1) dr(0,-4) dl(-1,-1) ul(3,4) /(-1,-2)"
MasovianOpen2015,15.0,d,B,0,5,UR2- DR2+ DL5- UL0+ U5- R2+ D4+ L6+ ALL4- y2 U1- R1+ D5- L5- ALL4+ UR UL,17,"UR(-2,0) DL(-1,1) U(-3,-2) ur(1,-2) dr(2,-3) ul(0,1) \(5,-1)"
MasovianOpen2015,15.0,d,B,1,1,UR2- DR2+ DL2- UL5- U5- R4- D1- L5- ALL3+ y2 U3+ R2+ D2+ L5+ ALL3- UR DL,14,"DR(1,1) R(3,2) ur(-3,3) dr(1,2) /(5,1)"
MasovianOpen2015,15.0,d,B,1,2,UR0+ DR2- DL2+ UL2- U2+ R3+ D1- L5- ALL4- y2 U2- R5- D3- L3+ ALL5- UR DR DL UL,16,"UR(-1,0) DL(1,2) UL(1,0) L(3,3) dr(-3,0) dl(-3,-3) ul(-2,-2) ALL(-1,0)"
GermanOpen2014,15.0,f,A,0,1,UR5+ DR1+ DL2- UL2+ U1- R4- D4+ L5+ ALL2+ y2 U1- R0+ D2+ L1- ALL4+ UR DR DL UL,13,"UR(-2,-2) DL(-3,4) UL(-2,1) U(-2,2) ur(-1,-1) \(-2,0)"
GermanOpen2014,15.0,f,A,0,2,UR0+ DR1+ DL0+ UL1+ U3- R2+ D1- L4- ALL4+ y2 U1+ R4- D2+ L2+ ALL3+ DL UL,12,"DL(1,1) UL(2,2) U(0,1) R(-3,-3) D(-1,1) dr(2,2) dl(-1,-1) \(0,1)"
GermanOpen2014,15.0,f,A,0,3,UR0+ DR2+ DL3- UL1- U2+ R5- D5+ L5+ ALL4+ y2 U4- R1- D4+ L1- ALL5- DR DL,18,"DR(0,-1) DL(-1,0) U(-1,2) R(3,-3) D(-3,-3) ur(1,-1) dl(2,2) ul(2,0) /(0,-3)"
GermanOpen2014,15.0,f,A,0,4,UR2- DR1- DL1- UL4- U6+ R5+ D3+ L3+ ALL1- y2 U5- R5- D2+ L3+ ALL2- UR UL,16,"DR(-2,-2) DL(1,-2) L(1,1) dr(5,2) ul(-1,-5) ALL(0,-1)"
GermanOpen2014,15.0,f,A,0,5,UR4- DR2- DL4- UL2+ U4+ R0+ D3+ L2- ALL1+ y2 U4- R6+ D4- L5- ALL1- UR DL UL,21,"UR(-2,0) DR(-1,-2) DL(4,4) R(-3,-3) ur(-1,-1) dr(0,-4) ul(4,-3) /(1,1)"
GermanOpen2014,15.0,f,A,1,1,UR5+ DR5- DL1+ UL4- U6+ R5+ D0+ L1- ALL6+ y2 U1- R0+ D0+ L1- ALL5- UR DL UL,16,"UR(5,3) DR(2,-3) DL(2,-2) UL(0,-2) D(0,-1) L(2,-1) \(0,-1)"
GermanOpen2014,15.0,f,A,1,2,UR1+ DR2+ DL5+ UL1+ U5- R4+ D2- L6+ ALL1+ y2 U2+ R5- D3- L2+ ALL5-,21,"UR(1,0) DR(3,-1) UL(2,1) R(1,-2) D(4,2) L(-2,2) dl(0,-3) \(2,4)"
CubingMineRybnikIV2026,15.33,c,A,0,1,UR1- DR1- DL2+ UL3+ U2- R5- D2+ L4+ ALL3+ y2 U1- R6+ D1+ L0+ ALL2+,16,"DR(-3,2) R(-2,-3) L(3,-3) dr(0,3) dl(-1,-2) ul(-1,-1) ALL(-1,0)"
CubingMineRybnikIV2026,15.33,c,A,0,2,UR3- DR0+ DL1- UL1+ U1+ R1+ D5+ L1- ALL5- y2 U1- R6+ D4+ L0+ ALL5-,15,"UR(1,1) DL(-2,-2) R(1,2) D(-2,-1) L(3,0) dr(1,0) dl(0,4)"
CubingMineRybnikIV2026,15.33,c,A,0,3,UR1- DR0+ DL2+ UL4- U4- R2+ D1- L5+ ALL5- y2 U4+ R0+ D1- L0+ ALL2-,14,"UR(-1,1) DL(-1,-1) UL(-2,2) R(0,-3) dl(0,-1) ul(0,4) /(-2,-1)"
CubingMineRybnikIV2026,15.33,c,A,0,4,UR5- DR3- DL3- UL5- U1- R6+ D2+ L4+ ALL1- y2 U3- R2+ D1- L0+ ALL4-,18,"U(-1,0) R(2,2) D(4,-4) L(4,0) ur(1,1) dr(-1,-1) /(-4,-4) ALL(1,0)"
CubingMineRybnikIV2026,15.33,c,A,0,5,UR2+ DR3- DL0+ UL5+ U5- R3- D3- L4- ALL5- y2 U5+ R3+ D3+ L1- ALL6+,15,"DR(4,-4) U(-2,2) D(2,3) L(-1,-1) dr(-1,0) dl(1,1) ul(1,2) /(0,1)"
CubingMineRybnikIV2026,15.33,c,A,1,1,UR1- DR2+ DL3+ UL6+ U3+ R2- D1+ L4- ALL4+ y2 U5+ R2+ D1+ L3- ALL1-,22,"DL(2,2) UL(4,3) R(1,0) D(4,5) L(1,-2) dr(0,-1) dl(2,2) /(-2,-5)"
CubingMineRybnikIV2026,15.33,c,A,1,2,UR1+ DR6+ DL2+ UL1- U3+ R4- D2+ L6+ ALL3+ y2 U2+ R5+ D4- L1- ALL3-,21,"DR(0,-1) DL(2,-3) U(-3,-3) R(-3,3) L(3,0) dr(0,-1) ul(3,2) \(4,2)"
CurtanCubingContest2026,15.33,d,B,0,1,UR3+ DR5+ DL1+ UL4+ U2- R4- D5- L1- ALL6+ y2 U2- R1+ D1+ L0+ ALL6+,11,"UR(-2,2) DR(-2,1) UL(-3,3) D(1,-1) L(-1,1) ur(0,-1) dl(0,1)"
CurtanCubingContest2026,15.33,d,B,0,2,UR5+ DR0+ DL2- UL4- U6+ R0+ D5+ L4- ALL5+ y2 U4- R3+ D5- L1+ ALL3+,21,"UR(-4,4) DR(-1,1) UL(-2,0) U(-1,0) D(-2,0) L(0,1) dl(0,-5) ul(-2,-4) /(1,1)"
CurtanCubingContest2026,15.33,d,B,0,3,UR4- DR5- DL4+ UL4- U5+ R4- D3+ L4+ ALL5+ y2 U6+ R4+ D4+ L3- ALL4+,19,"DR(1,0) DL(-4,-4) U(3,4) D(1,2) L(0,-3) ul(-4,4) ALL(-1,0)"
CurtanCubingContest2026,15.33,d,B,0,4,UR6+ DR0+ DL3+ UL4- U1- R4- D4- L3+ ALL4- y2 U5- R2- D3- L4+ ALL5-,16,"UL(-1,-2) R(-2,-2) D(1,-1) L(-1,-1) ur(1,-4) dr(-4,-3) /(-1,2)"
CurtanCubingContest2026,15.33,d,B,0,5,UR2+ DR3- DL1- UL4+ U5- R4+ D2- L4- ALL3+ y2 U1- R5+ D0+ L1+ ALL2+,15,"UR(-1,-1) DR(3,3) DL(1,0) R(-5,5) D(2,-1) L(0,1) dr(1,0) \(1,0)"
CurtanCubingContest2026,15.33,d,B,1,1,UR6+ DR3+ DL6+ UL1+ U5+ R4+ D6+ L3- ALL2+ y2 U2- R4- D5- L5- ALL1+,15,"DR(1,1) DL(-4,4) R(-2,-2) ur(0,-2) dr(-1,-3) dl(0,-2) \(0,1)"
CurtanCubingContest2026,15.33,d,B,1,2,UR2- DR4+ DL3- UL5- U5+ R1- D4+ L5+ ALL4- y2 U1+ R5+ D5+ L3+ ALL3-,17,"DR(-1,0) UL(2,3) D(-4,-1) L(1,1) dr(-1,2) dl(-2,3) ul(2,2) ALL(0,1)"
AdelaideSummer2026,15.33,c,C,0,1,UR0+ DR3- DL4- UL1- U3+ R4+ D3- L1- ALL3- y2 U1+ R3- D2- L2- ALL2-,14,"UR(-1,1) DL(-2,-1) UL(-1,-1) R(0,-1) L(-3,-3) ur(2,1) dl(0,-2) \(1,-2)"
AdelaideSummer2026,15.33,c,C,0,2,UR5- DR4- DL3+ UL4- U6+ R2- D2- L3- ALL0+ y2 U1+ R2+ D3+ L3- ALL4-,17,"DL(3,0) U(3,3) R(-1,1) L(1,-3) ur(-1,0) ul(-1,1) \(-5,-3)"
AdelaideSummer2026,15.33,c,C,0,3,UR0+ DR1+ DL4+ UL4- U5- R6+ D3+ L4+ ALL6+ y2 U3- R3+ D5+ L4- ALL1-,22,"UR(1,-1) DR(4,-5) UL(-4,-4) U(0,2) L(0,-1) ur(-2,-3) dl(0,3) \(-2,-3)"
AdelaideSummer2026,15.33,c,C,0,4,UR4+ DR3+ DL3+ UL0+ U2+ R2- D6+ L6+ ALL5+ y2 U0+ R0+ D3- L1+ ALL5+,12,"UR(-5,4) U(-1,-1) L(3,3) dr(-1,-2) /(1,-1)"
AdelaideSummer2026,15.33,c,C,0,5,UR2- DR2- DL2- UL5- U4+ R3+ D5+ L5+ ALL0+ y2 U1- R3- D4+ L4+ ALL1+,15,"UR(1,-1) DR(0,2) UL(2,2) D(-1,2) dr(4,4) ul(0,-3) /(0,-1)"
AdelaideSummer2026,15.33,c,C,1,1,UR3+ DR2- DL0+ UL1+ U3+ R6+ D1- L4- ALL5- y2 U4- R2- D1- L4+ ALL1+,20,"UR(5,3) D(3,-3) L(3,4) dr(2,0) dl(0,-1) ul(0,-1) /(-2,-4)"
AdelaideSummer2026,15.33,c,C,1,2,UR5+ DR1- DL4- UL4- U5+ R6+ D0+ L4+ ALL0+ y2 U6+ R5- D0+ L5- ALL2-,23,"DR(5,-1) UL(4,4) U(2,1) R(-3,-3) ur(-5,-5) dl(0,-1) ul(0,-1) ALL(-2,0)"
IICubodeBarroES2025,15.33,f,A,0,1,UR5+ DR3+ DL5+ UL6+ U4- R5+ D4- L5+ ALL5- y2 U5+ R0+ D4- L5- ALL3+,20,"UR(-1,0) DL(-2,-1) UL(-2,-1) U(-4,-4) D(-2,-2) ur(3,-5) /(4,0)"
IICubodeBarroES2025,15.33,f,A,0,2,UR5+ DR2+ DL5+ UL2+ U2+ R4+ D2+ L4+ ALL2+ y2 U2+ R1- D0+ L1+ ALL2-,15,"UR(1,3) DL(1,4) U(2,1) D(2,2) L(0,1) dl(0,-1) /(2,2)"
IICubodeBarroES2025,15.33,f,A,0,3,UR2- DR4- DL4- UL2+ U0+ R3- D3+ L6+ ALL6+ y2 U1+ R4- D4+ L4+ ALL2+,21,"DL(-4,6) R(-3,-4) D(-3,1) dr(2,4) \(4,0)"
IICubodeBarroES2025,15.33,f,A,0,4,UR4+ DR5- DL3- UL5- U4+ R5- D1- L4- ALL6+ y2 U1- R3- D3- L2- ALL5+,14,"UR(-3,-4) DR(-3,4) R(0,-1) dr(1,-2) dl(1,-1) ul(1,-1) \(0,1)"
IICubodeBarroES2025,15.33,f,A,0,5,UR5+ DR3- DL4+ UL3- U1+ R3+ D5- L2- ALL4- y2 U3+ R2+ D0+ L1+ ALL1+,17,"UR(-3,3) DL(1,0) R(-2,2) D(3,3) L(0,1) /(-1,0) \(2,-2) ALL(4,0)"
IICubodeBarroES2025,15.33,f,A,1,1,UR1+ DR4+ DL5- UL1- U3+ R0+ D5+ L1- ALL6+ y2 U3+ R2+ D5- L1+ ALL5-,20,"DL(-4,4) UL(-1,2) U(-2,-2) R(-5,3) ur(2,3) dr(-2,-2) dl(0,-1) ALL(0,1)"
IICubodeBarroES2025,15.33,f,A,1,2,UR0+ DR4- DL2- UL5- U3+ R5+ D4+ L5+ ALL3+ y2 U6+ R5+ D3+ L0+ ALL5+,14,"DR(-1,0) UL(2,-2) U(0,1) D(3,3) dl(0,2) ul(-3,3) ALL(2,0)"
GladsaxeMidsommer2025,15.33,f,B,0,1,UR2+ DR1+ DL2+ UL0+ U4+ R4- D6+ L0+ ALL1+ y2 U4+ R4+ D6+ L2+ ALL0+,17,"UR(-1,1) DR(2,2) UL(-2,2) U(-3,4) D(1,0) dr(0,2) ul(3,4) /(0,1)"
GladsaxeMidsommer2025,15.33,f,B,0,2,UR2- DR6+ DL5- UL4- U0+ R3+ D5+ L4- ALL3+ y2 U4+ R1+ D3+ L1- ALL5+,18,"UR(3,-4) DR(2,-1) DL(1,1) U(3,3) D(3,3) L(0,-1) ul(-2,1) \(0,-2)"
GladsaxeMidsommer2025,15.33,f,B,0,3,UR3+ DR2+ DL0+ UL2+ U6+ R4- D1- L1- ALL4+ y2 U4- R1+ D2+ L5+ ALL1+,14,"UR(0,-1) DR(-1,1) U(1,1) L(-1,-3) ur(2,-4) dl(-1,1) /(1,0) ALL(0,-2)"
GladsaxeMidsommer2025,15.33,f,B,0,4,UR0+ DR5- DL3+ UL4- U2+ R6+ D3+ L2+ ALL3- y2 U1- R2+ D0+ L3- ALL4-,14,"DL(-1,-2) UL(2,-3) R(-1,2) D(0,-1) L(-2,-3) /(-2,2) ALL(0,-1)"
GladsaxeMidsommer2025,15.33,f,B,0,5,UR2- DR6+ DL3+ UL4- U5- R4+ D2- L4- ALL6+ y2 U2+ R4- D5- L2+ ALL3-,18,"DR(4,-2) DL(1,-1) U(-1,-1) L(4,0) ur(1,2) dl(2,-4) \(-1,-2)"
GladsaxeMidsommer2025,15.33,f,B,1,1,UR2- DR5+ DL0+ UL5- U2+ R5- D0+ L6+ ALL5+ y2 U4- R5- D2- L6+ ALL3+,22,"UR(2,-1) U(3,-3) D(-5,0) L(-1,4) ur(0,1) dr(1,1) ul(5,-5) /(1,1)"
GladsaxeMidsommer2025,15.33,f,B,1,2,UR1- DR6+ DL6+ UL5- U0+ R4- D0+ L3+ ALL5- y2 U0+ R4+ D1+ L0+ ALL3-,15,"UR(-2,-2) UL(-4,3) R(1,3) dl(0,1) /(3,-3) ALL(2,0)"
AnyangHaseyo2025,15.33,d,B,0,1,UR1+ DR2+ DL1- UL0+ U1- R2- D5+ L0+ ALL1+ y2 U2- R2+ D4+ L2- ALL4-,16,"DR(-1,-1) U(0,2) D(-5,-2) L(1,-2) dl(0,2) /(1,1) ALL(-1,-2)"
AnyangHaseyo2025,15.33,d,B,0,2,UR1- DR0+ DL1+ UL4+ U5+ R2- D5+ L1- ALL6+ y2 U2+ R4- D5+ L1- ALL1-,22,"DR(3,2) DL(1,1) UL(-5,5) U(-3,-2) D(2,2) dr(0,-1) dl(0,-4) /(-3,-2)"
AnyangHaseyo2025,15.33,d,B,0,3,UR5- DR3+ DL4- UL4+ U3+ R1- D0+ L3- ALL2- y2 U2- R1- D2- L2- ALL2-,14,"UR(2,-1) DL(1,-1) U(-4,-2) R(1,1) L(2,-2) ul(1,-2) /(2,-2)"
AnyangHaseyo2025,15.33,d,B,0,4,UR6+ DR2+ DL3- UL1- U2- R2+ D3- L1+ ALL1- y2 U1- R1+ D2- L1+ ALL1-,16,"UR(1,1) DR(1,-1) DL(3,-3) UL(0,3) U(-4,-3) D(0,-1) L(0,1) dl(-2,1)"
AnyangHaseyo2025,15.33,d,B,0,5,UR0+ DR4+ DL5+ UL3+ U6+ R4+ D4- L5- ALL1+ y2 U1+ R4+ D3- L4+ ALL2+,21,"DR(-5,4) U(3,-3) R(-3,4) L(-3,3) ur(4,1) \(1,-1) ALL(1,0)"
AnyangHaseyo2025,15.33,d,B,1,1,UR1- DR5+ DL5+ UL2- U3- R4+ D1+ L5+ ALL1+ y2 U5- R1- D2- L6+ ALL6+,20,"UR(3,-2) DL(1,0) UL(3,3) R(1,0) ur(-2,-4) dr(0,-2) ul(0,-1) /(0,-2) ALL(3,0)"
AnyangHaseyo2025,15.33,d,B,1,2,UR3+ DR3- DL4- UL2+ U0+ R0+ D5- L1+ ALL4+ y2 U0+ R3+ D2+ L3- ALL4+,14,"UR(0,-1) DR(0,-1) UL(-3,-3) U(-2,-1) L(4,-3) dl(3,3)"
ManchesterJanuary2025,15.33,d,A,0,1,UR0+ DR1+ DL5+ UL5+ U5+ R2+ D3+ L0+ ALL6+ y2 U1- R5+ D0+ L2- ALL4-,18,"DR(1,4) DL(2,2) U(2,0) R(-4,4) ur(-1,-1) dr(0,-1) dl(0,1) \(-3,1)"
ManchesterJanuary2025,15.33,d,A,0,2,UR5+ DR4+ DL1- UL5- U2- R1+ D5+ L4- ALL4- y2 U3- R1+ D5- L4+ ALL1-,20,"DR(2,0) DL(-1,5) U(2,2) D(3,-3) L(-1,0) dr(-3,4) dl(1,1) /(-2,-1)"
ManchesterJanuary2025,15.33,d,A,0,3,UR4+ DR4- DL1+ UL3- U6+ R2- D1+ L5+ ALL3+ y2 U0+ R1+ D1- L0+ ALL4-,15,"DL(2,1) UL(-5,4) U(-2,-1) R(2,1) /(4,3)"
